accommodationId,accommodationName,addr1,addr2,addr3,addrNew,homepage,phoneNo,repName
9864,아트펜션,경기,가평군,청평면,청평면 고재길 13-30,www.art-pension.com,031-*****-55,문*자
9865,타임캡슐펜션,경기,가평군,상면,상면 수목원로 43-39,timecapsuleps.com,010-****-**81,정*옥
9866,솔풍경펜션,경남,밀양시,단장면,단장면 시전중앙1길 3,솔풍경펜션.kr,010-****-**41,박*문
9867,가곡하늘채펜션,충북,단양군,가곡면,가곡면 한드미길 6-35,가곡하늘채.com,010-****-**34,이*복
9868,삼척 케이블카펜션,강원,삼척시,근덕면,근덕면 장호항길 55-5,www.cablecapension.com,010-****-**04,김*승
9869,펜션하이,강원,춘천시,서면,서면 당산1길 113,xn--sk4bu5iyyl1vb.com,033-*****-77,강*중
9870,호수산장펜션,경기,양평군,지평면,지평면 어영골길 29,www.hosusanjang.com,010-****-**74,이*익
9871,타운풋살장,경기,안산시 단원구,선감동,참살이2길 12 (선감동),,010-****-**62,양*영
9872,라썸펜션,경북,경주시,북군동,북군길 124 (북군동),xn--289av7rm1hf8bxvkm8q.com/main,010-****-**17,심*경
9873,제주춘자네펜션,제주특별자치도,서귀포시,안덕면,안덕면 서광동로 77,xn--950b583blie.com,010-****-**70,김*숙
9874,가인호텔,부산,해운대구,송정동,송정중앙로 43 (송정동),hotelgain.modoo.at,051-*****-59,최*****명
9875,푸른지혜의숲펜션,경기,양평군,지평면,지평면 중사당골길 29,www.wisforest.com,010-****-**68,최*순
9876,독박골하늘빛풍경펜션,경기,가평군,상면,상면 축령로 127,gpskyview.com,010-****-**98,안*자
9877,도로시의숲펜션,경기,가평군,상면,상면 임초밤안골로 287,dorothyforestps.com,010-****-**46,박*인
9878,대덕호수텔,강원,강릉시,안현동,해안로 601 (안현동),ddtel.co.kr,010-****-**01,황*형
9879,여수 아델펜션,전남,여수시,돌산읍,돌산읍 진두해안길 38,아델펜션.kr,010-****-**99,오****명
9880,그랑블루글램핑펜션,강원,양양군,강현면,강현면 동해대로 3275,grandblue.co.kr,010-****-**55,김*영
9881,명가네펜션&게스트하우스,강원,강릉시,강문동,창해로 364 (강문동),01033693114.modoo.at,010-****-**14,전*호
9882,바라크라호텔,제주특별자치도,서귀포시,보목동,칠십리로504번길 8-4 (보목동),baraquera.com,064-*****-00,이*헌
9883,산수골펜션,경기,양평군,강하면,강하면 전의2길 69-17,www.sansoogol.co.kr,010-****-**75,황*익
9884,작은행복펜션,강원,삼척시,근덕면,근덕면 장호안2길 8,jakeun.modoo.at,010-****-**71,오*희
9885,물소리쉼터펜션,경기,가평군,설악면,설악면 어비산길 114-29,mulsoripension.com,010-****-**18,김*경
9886,일레인호텔,제주특별자치도,서귀포시,회수동,일주서로 660 (회수동),www.illeinn.com,064-*****-00,이*헌
9887,히든비치리조트,전남,여수시,돌산읍,돌산읍 마상포길 39-3,hiddenbeach.co.kr,010-****-**82,정*****명
9888,천지연호텔,제주특별자치도,서귀포시,서귀동,솔동산로 40 (서귀동),www.cheonjiyeon-hotel.co.kr,064-*****-00,이*헌
9889,노란잠수함펜션,강원,인제군,인제읍,인제읍 장수터길 51,yellowpension.modoo.at,010-****-**87,이*순
9890,삼척 와우펜션,강원,삼척시,오분동,삼척로 4246-15 (오분동),wow-pension.kr,010-****-**27,이*민
9891,킹마운틴펜션,강원,강릉시,왕산면,왕산면 노추산로 587-57,page.yapen.co.kr/26880,010-****-**02,황**광
9892,원통신라펜션,강원,인제군,북면,북면 원통로176번길 9,shinrahouse.com,010-****-**56,고*숙
9893,다온펜션,강원,인제군,인제읍,인제읍 내린천로 6250,blog.naver.com/tjdlfeovy1,010-****-**42,허*
9894,프로방스펜션,경남,밀양시,단장면,단장면 표충로 806,www.xn--2o2bo3e0xf6obu99bv3b.kr,010-****-**70,손*호
9895,우성호텔,제주특별자치도,서귀포시,서귀동,솔동산로22번길 9 (서귀동),제주우성호텔.COM,064-*****-00,이*헌
9896,천년바위펜션,경북,포항시 북구,송라면,송라면 해안로 2883-11,cnbawi.com,010-****-**36,김*덕
9897,모모펜션,경남,거제시,사등면,사등면 가조로8길 35,www.momopension.com,010-****-**38,이*희
9898,멋진하루펜션,전남,여수시,신월동,신월로 531 (신월동),wonderfulday.co.kr,010-****-**78,정*열
9899,스토리인제주게스트하우스,제주특별자치도,제주시,이도일동,중앙로12길 5 (이도일동),www.story-guest.com,010-****-**13,안*광
9900,샹들리에펜션,제주특별자치도,제주시,한림읍,한림읍 월령2길 67-19,제주샹들리에.COM,010-****-**34,이*선
9901,밤하늘에별이빛나는펜션,경남,산청군,단성면,단성면 호암로 641-20,pension33.com,010-****-**02,서*설
100000,강릉 휴식료칸풀빌라,강원,강릉시,주문진읍,주문진읍 거문동길 201,huesikryokan.com/,010-****-**56,김*근
100004,힐하우스풀빌라,인천,강화군,화도면,화도면 해안남로 1374-57,hill-house.co.kr/,010-****-**63,이*자
100005,스톤아일랜드 풀빌라,전남,여수시,돌산읍,돌산읍 돌산로 3169-24,xn--hy1b45cb6o2scfvdxzv.einet.co.kr/index.html,010-****-**62,김*봉
100006,베토벤 마을,강원특별자치도,홍천군,서면,서면 한서로 1590,bluef.co.kr,010-****-**13,정*원
100007,메르시펜션,울산,울주군,상북면,상북면 삽재로 39,blog.naver.com/merciseo1,010-****-**19,서*호
100008,운악산 아틀라스펜션,경기,가평군,조종면,조종면 현등사길 35-24,www.instagram.com/unaksan_atlas/,010-****-**84,황*엽
100009,통보펜션,경기,화성시,서신면,서신면 해안길 292,통보펜션.com,,김*민
100010,강릉 스테이오솔채,강원특별자치도,강릉시,사천면,사천면 이설당2길 67-7,stayosolchae.co.kr/,010-****-**01,이*민
100011,하루호텔,제주특별자치도,서귀포시,서귀동,중정로 8 (서귀동),,064-*****-12,고*일
100012,필리조트펜션,경기,가평군,청평면,청평면 호명리길 57-128,feelresort.co.kr/,010-****-**91,이*연
100013,소담이네돌집,제주특별자치도,서귀포시,성산읍,성산읍 온평동로34번길 19,,010-****-**83,강*순
100014,마커스마운틴펜션,제주특별자치도,제주시,구좌읍,구좌읍 행원로1길 8-1,,010-****-**90,정*선
100015,영남알프스펜션,울산,울주군,상북면,상북면 배내로 1032,www.youngnamalps.com,010-****-**46,김*환
100016,참깨펜션,경기,광주시,도척면,도척면 독고개길302번길 43,www.chamgge.net,010-****-**68,김*기
100017,풀빌라오로시,전북,고창군,해리면,해리면 명사십리로 612-20,www.oroci.co.kr,010-****-**14,신*희
100018,남해스토리펜션,경남,남해군,서면,서면 남서대로 1976-9,namhaestory.com,010-****-**57,김*화
100019,연인산펜션,경기,가평군,북면,북면 백둔로133번길 12-7,yeoninsanpension.modoo.at,010-****-**39,김*석
100020,온키즈펜션,경남,밀양시,부북면,부북면 창밀로 2890-16,온키즈.com,010-****-**35,강*진
100021,양양스타펜션,강원특별자치도,양양군,강현면,강현면 안골로 33,www.yystarps.com,010-****-**89,김*규
100022,스테이하담담독채풀빌라,경북,경주시,구정동,새골길 49-18 (구정동),stayhadamdam.co.kr,010-****-**79,황*익
100023,제주발트하우스,제주특별자치도,서귀포시,표선면,표선면 번영로 3361-26,waldhausneos.com,010-****-**51,정*연
100026,포항 풀빌라영일,경북,포항시 북구,항구동,해안로 57-9 (항구동),poolvilla01.kr/,028-****-75,김*주
100027,STAY CHAUD (23년7월신축 쇼드펜션),강원특별자치도,강릉시,연곡면,연곡면 조부동길 142-43,chaud.kr,010-****-**35,김*희
100028,저바다펜션,인천,강화군,화도면,화도면 해안남로2220번길 28,www.xn--2j1b67oulex0hwtp.com/,070-****-**78,박*근
100029,마담아네뜨풀빌라,경북,포항시 남구,장기면,장기면 영암길 14,xn--950bj8aj6fz6cbvv.com,010-****-**38,오*아
100030,글램하이 글램핑,인천,옹진군,영흥면,영흥면 영흥로525번길 63-116,www.glamhi.co.kr,010-****-**43,권*경
100031,헤미쉬펜션,전남,여수시,돌산읍,돌산읍 평사로 328-22,m.blog.naver.com/tjdrud7523,010-****-**24,이*진
100032,라메르19,충남,태안군,안면읍,안면읍 백사장1길 19-12,라메르19.com,010-****-**22,임*연
100034,화양다온펜션,충북,괴산군,청천면,청천면 도경로후영길 71-23,hydaon.co.kr,010-****-**42,황*익
100037,솔향기그린펜션,충남,태안군,남면,남면 몽산포길 141,aaa.kr,166-***-60,임*만
100038,화이트래빗풀빌라,경남,남해군,창선면,창선면 서부로1369번길 50,whiterabbit.kr,010-****-**13,최*도
100039,휴스테이,강원특별자치도,원주시,문막읍,문막읍 서들길 6-42,huestaywonju.modoo.at,010-****-**20,안*영
100040,공주투유풀빌라,충남,공주시,사곡면,사곡면 단평길 148-13,toyoupoolvilla.com/,010-****-**32,이*서
100043,스테이odm고운,강원특별자치도,춘천시,동내면,동내면 사래울1길 79-10,stayodmkowoon.modoo.at,010-****-**92,지*운
100044,강릉 더강릉오션스테이 Part1,강원특별자치도,강릉시,사천면,사천면 진리항구2길 5,theoceanstay.co.kr,010-****-**79,이*민
100045,강릉 더강릉오션스테이 Part2,강원특별자치도,강릉시,사천면,사천면 진리항구2길 5,theoceanstay.co.kr//,010-****-**22,이*민
100046,강릉 더강릉오션스테이 Part4,강원특별자치도,강릉시,사천면,사천면 진리항구2길 5,theoceanstay.co.kr,010-****-**63,이*민
100047,강릉 더강릉오션스테이 Part3,강원특별자치도,강릉시,사천면,사천면 진리항구2길 5,theoceanstay.co.kr,010-****-**72,이*민
100048,강릉 더강릉오션스테이 Part5,강원특별자치도,강릉시,사천면,사천면 진리항구2길 5,theoceanstay.co.kr/////,010-****-**18,이*민
100049,강릉 더강릉오션스테이 Part6,강원특별자치도,강릉시,사천면,사천면 진리항구2길 5,theoceanstay.co.kr/,010-****-**57,이*민
100050,영덕 스테이693,경북,영덕군,영덕읍,영덕읍 영덕대게로 693,stay693.co.kr/,010-****-**55,이*민
100051,속초 써밋베이 오션스테이,강원특별자치도,속초시,영랑동,영랑해안8길 11 (영랑동),madeocean.co.kr/////////,010-****-**47,이*민
100052,더베이지풀빌라,경남,거제시,장목면,장목면 옥포대첩로 1040-1,thebeige.co.kr/contents/main.html,010-****-**65,이*석
100053,순수빌리지,경남,거제시,거제면,거제면 오수2길 59-6,www.soonsuvillage.com/,010-****-**89,김*혁
100059,수빌리지펜션,경기,양평군,서종면,서종면 내수입길162번길 40,suvillage.com,010-****-**00,민*기
100060,무지개펜션,강원특별자치도,강릉시,주문진읍,주문진읍 해안로 1641-1,rainbow.ne.kr,010-****-**89,양*숙
100061,강릉 더강릉오션스테이 season1,강원특별자치도,강릉시,사천면,사천면 진리항구2길 5,www.theoceanstay.co.kr,010-****-**80,이*민
100066,해맑음펜션,강원특별자치도,속초시,조양동,청호로2길 57-10 (조양동),www.sunclean.co.kr/,010-****-**71,이*자
100067,애월의아침,제주특별자치도,제주시,애월읍,애월읍 하귀10길 39-2,xn--sk4bt5encs4e4s725ao8i.kr/reser,010-****-**90,이*훈
100069,경주감성숙소더글램핑풀빌라,경북,경주시,도지동,형산마을안길 23-37 (도지동),경주감성더글램핑풀빌라.com,010-****-**94,김*현
100070,강릉 더강릉오션스테이 season2,강원특별자치도,강릉시,사천면,사천면 진리항구2길 5,theoceanstay.co.kr,010-****-**02,이*민
100071,가덕 코이스테이,부산,강서구,동선동,동선새바지길 111-8 (동선동),www.koyhstay.com,010-****-**63,이*윤
100072,경주풀빌라몽펜션,경북,경주시,천북면,천북면 갈곡성지길 174-13,xn--oi2bt5db1du35a.com/,010-****-**83,장*태
100074,강릉 더강릉오션스테이 season3,강원특별자치도,강릉시,사천면,사천면 진리항구2길 5,theoceanstay.co.kr,010-****-**80,이*민
100075,강릉 더강릉오션스테이 season4,강원특별자치도,강릉시,사천면,사천면 진리항구2길 5,www.theoceanstay.co.kr,010-****-**70,이*민
100076,XX) 강릉 더강릉오션스테이 season5,강원특별자치도,강릉시,사천면,사천면 진리항구2길 5,theoceanstay.co.kr///,010-****-**04,이*민
100077,경주 푸르미르,경북,경주시,천북면,천북면 물천안길 27-44,www.푸르미르.kr,010-****-**44,김*영
100078,강릉 더강릉오션스테이 season6,강원특별자치도,강릉시,사천면,사천면 진리항구2길 5,theoceanstay.co.kr,010-****-**83,이*민
100079,강릉 더강릉오션스테이 season7,강원특별자치도,강릉시,사천면,사천면 진리항구2길 5,theoceanstay.co.kr,010-****-**89,이*민
100080,그리운언덕 펜션,강원특별자치도,홍천군,북방면,북방면 벌업길85번길 40-2,misshill.modoo.at,010-****-**34,기*호
100081,보문에코풀빌라,경북,경주시,암곡동,보덕로 141 (암곡동),bomunstay.co.kr//,010-****-**33,황*익
100082,강릉 더강릉오션스테이 season8,강원특별자치도,강릉시,사천면,사천면 진리항구2길 5,theoceanstay.co.kr,010-****-**33,이*민
100083,하이안풀빌라,경북,경주시,구정동,새골길 49-78 (구정동),hianpoolvilla.com/,010-****-**78,김*관
100084,가평 스타일펜션(수영장),경기,가평군,상면,상면 수목원로 186,stylepension.modoo.at/,010-****-**46,이*민
100085,별헤는밤펜션,전북,남원시,산내면,산내면 산내달궁길 42,henstars.kr,010-****-**04,문*연
100086,스톤앤레이크,충북,옥천군,군북면,군북면 석호길 196,stonelake.co.kr,010-****-**27,최*석
100087,숲들내자연놀이학교 글램핑,충남,천안시 동남구,북면,북면 위례성로 1113,goodglamping.modoo.at/,010-****-**11,이*석
100088,풀빌라바다린,충남,태안군,근흥면,근흥면 용안길 71,www.poolvilla-sea-rin.com/,010-****-**03,이**롬
100089,강릉 코델리아 오션뷰펜션,강원특별자치도,강릉시,옥계면,옥계면 금진일출길 28-1,강릉코델리아.com,010-****-**37,이*라
100090,인스턴트호텔 앤 펜션,강원특별자치도,양양군,현남면,현남면 동산큰길 80,www.instagram.com/instnt_hotel,010-****-**62,조*기
100091,글램하우스,충북,괴산군,청천면,청천면 괴산로새민이길 63-53,글램-펜션.com/,010-****-**67,김*봉
100092,강릉 디어웨이브풀빌라,강원특별자치도,강릉시,안현동,해안로 633-4 (안현동),dearwave.kr/,010-****-**07,이*민
100093,고래불 머구리 펜션,경북,영덕군,병곡면,병곡면 병곡1길 72,goraebulmoguri.modoo.at/,010-****-**47,김*식
9902,레쉬,경기,안산시 단원구,선감동,참살이4길 21 (선감동),www.ddtown.co.kr/town/dtowns_554.php,881-*-34,양*영
9903,파미유스파리조트,제주특별자치도,서귀포시,강정동,이어도로 826-6 (강정동),jejufamille.co.kr,064-*****-86,강*호
9904,더스테이호스텔,전남,여수시,봉산동,봉산남4길 23-2 (봉산동),stayhostel.co.kr,010-****-**80,문*일
9905,자연애펜션,전남,여수시,소라면,소라면 해넘이길 241,자연애펜션.com,010-****-**66,장*기
9906,인연의향기펜션,충남,공주시,반포면,반포면 동학사2로 32,shhyun64.dubuplus.com,010-****-**91,진*옥
9907,예락원펜션,전남,장성군,북일면,북일면 영화마을길 208-13,www.yerakwon.com,010-****-**37,조*종
9908,페이지펜션,강원,인제군,인제읍,인제읍 고사리길 30,www.pagepension.com,010-****-**15,이*옥
9909,처음처럼펜션,강원,평창군,봉평면,봉평면 경강로 614,www.firstpension.net/index.htm?intro_ok=y,010-****-**53,윤*영
9910,강화캐라반캠핑장,인천,강화군,길상면,길상면 해안남로65번길 15-2,ghcaravancamp.com,010-****-**36,강*현
9911,해빛뜰마을,경북,울진군,기성면,기성면 망양1길 9,www.haebit.co.kr/,010-****-**84,임*열
9912,엘리게스트하우스,부산,해운대구,우동,해운대로594번가길 46 (우동),,070-****-**48,김*성
9913,장호춘자펜션,강원,삼척시,근덕면,근덕면 장호1길 24,chunjaps.com,010-****-**14,김*숙
9914,세미나실,경기,안산시 단원구,선감동,참살이2길 12 (선감동),,010-****-**62,양*영
9915,핀란드하우스펜션,강원,철원군,근남면,근남면 하오재로 1656-2,finlandhaus.co.kr,010-****-**68,최*명
9916,스토리하우스 게스트하우스,강원,속초시,동명동,중앙로 211-2 (동명동),,010-****-**29,유*용
9917,마루펜션,전남,여수시,화양면,화양면 화양로 143,www.ysmaru.co.kr,010-****-**49,남*현
9918,지뜨펜션,전남,여수시,종화동,여수시민로 1 (종화동),www.giteyeosu.com,061-*****-00,김*영
9919,무한리필,경기,안산시 단원구,선감동,참살이2길 12 (선감동),,010-****-**62,양*영
9920,호스텔폴로니아,전남,여수시,공화동,동문로 139 (공화동),paulownia.co.kr,010-****-**76,김******명
9921,모사금펜션&카페,전남,여수시,오천동,망양로 543 (오천동),모사금펜션.com,010-****-**82,김*걸
9922,케이블카펜션,전남,여수시,돌산읍,돌산읍 돌산로 3562,여수케이블카펜션.com,010-****-**05,현******명
9923,귤꽃스테이펜션,제주특별자치도,제주시,한경면,한경면 불그못로 76,gyulflowerstay.weebly.com,010-****-**28,윤*국
9924,모석원펜션,충남,태안군,고남면,고남면 안면대로 3741-119,www.moseokwon.co.kr,010-****-**90,고*화
9925,화양연가스테이,전남,여수시,화양면,화양면 화양로 1328-23,구름속으로.com,010-****-**41,김*국
9926,더비치펜션,경남,거제시,장목면,장목면 거제북로 2738-3,www.thebeachvillage.co.kr,010-****-**02,옥*남
9927,비단향꽃무펜션,강원,양양군,현북면,현북면 법수치길 405-12,www.bidanhyang.com,010-****-**54,변*영
9928,더옐로우펜션,경북,청도군,매전면,매전면 청매로 686-10,www.yellowpension.com,010-****-**11,박*옥
9929,세렌디피티펜션,경북,울진군,후포면,후포면 후포삼칠길 310,site.onda.me/20535,010-****-**18,엄*****명
9930,꽃뜰펜션,경기,가평군,가평읍,가평읍 태봉두밀로 421-23,afloweryard.com,010-****-**21,최*임
9931,가평 청평리버뷰펜션,경기,가평군,설악면,설악면 미사리로 707-437,xn--oy2b25ch5ae97a9li.com,010-****-**04,이*기
9932,홍양펜션,제주특별자치도,제주시,애월읍,애월읍 애월해안로 690,hong-yang-min-su-cheju-kr.book.direct/ko-kr,064-*****-66,Y**********G
9933,돌빛펜션,경북,울진군,죽변면,죽변면 울진북로 1125-20,dolbit.kr,010-****-**33,최*희
9934,해변중앙펜션,전남,영광군,백수읍,백수읍 해안로 1484,jungangpension.co.kr/site/main,010-****-**29,한*경
9935,여수 48시간풀빌라,전남,여수시,화정면,화정면 백야등대길 22,48poolvilla.com/,010-****-**14,윤*옥
9936,썬힐펜션,전남,여수시,돌산읍,돌산읍 신추길 22,sunhillpension.com,010-****-**51,이*****명
9937,인앤김펜션,경남,통영시,산양읍,산양읍 이운길 64-36,www.inandkim.com/index.php,010-****-**58,이*자
9938,고택샘당펜션,경북,경주시,내남면,내남면 망성1길 84-21,bokbie.modoo.at/?link=p92w57y4,010-****-**11,김*순
9939,올리비아펜션,경북,경주시,마동,보불로 66-14 (마동),gjolivia.kr,054-*****-11,이*옥
9940,미르하우스1157펜션,경기,양평군,용문면,용문면 용문산로 303-92,www.mirhouse1157.co.kr/main/index.html,010-****-**07,김******명
9941,통아저씨네 산그린펜션,경기,남양주시,수동면,수동면 모꼬지로 218,www.sangreen.co.kr,010-****-**78,한*숙
9942,벨라지오관광호텔,전남,여수시,학동,시청서6길 13 (학동),blghotel.co.kr,061-*****-77,김*님
9943,라테라스펜션,울산,동구,주전동,물목길 8-2 (주전동),www.laterrace.co.kr,010-****-**51,성*희
9944,풀스테이사계펜션,제주특별자치도,서귀포시,안덕면,안덕면 사계로 115-42,www.fullstay.co.kr,010-****-**99,김*완
9945,아침풍경펜션,경기,가평군,상면,상면 임초밤안골로 4,www.morningpg.com/contents/main.html,010-****-**70,최*완
9946,풀스테이소랑제달빛펜션,제주특별자치도,서귀포시,안덕면,안덕면 소기왓로 71,www.fullstay.co.kr,010-****-**53,박*희
9947,풀스테이소랑제돌담펜션,제주특별자치도,서귀포시,안덕면,안덕면 소기왓로 75-2,www.fullstay.co.kr,010-****-**53,강*나
9948,풀스테이소랑제바람펜션,제주특별자치도,서귀포시,안덕면,안덕면 소기왓로 77,www.fullstay.co.kr,010-****-**53,이*원
9949,담터계곡펜션,경기,포천시,관인면,관인면 담터길 63-1,damteo.co.kr,010-****-**29,김*한
9950,풀스테이소랑제밤별펜션,제주특별자치도,서귀포시,안덕면,안덕면 소기왓로 71-2,www.fullstay.co.kr,010-****-**53,손*********)
9951,별빛쏟아지는펜션,충남,태안군,소원면,소원면 소근로 420-8,byeolbitpension.com,010-****-**61,조*희
9952,풀스테이소랑제오름펜션,제주특별자치도,서귀포시,안덕면,안덕면 소기왓로 81,www.fullstay.co.kr,010-****-**53,추*민
9953,풀스테이소랑제자미펜션,제주특별자치도,서귀포시,안덕면,안덕면 소기왓로 79,www.fullstay.co.kr,010-****-**53,방*화
9954,풀스테이소랑제해바르펜션,제주특별자치도,서귀포시,안덕면,안덕면 소기왓로 75,www.fullstay.co.kr,010-****-**53,최*은
9955,달빛이머무는집펜션,경기,양평군,강상면,강상면 세월길147번길 201,www.moonfish.co.kr/index.htm,010-****-**28,정*연
9956,세종호텔,제주특별자치도,제주시,연동,신광로 74 (연동),숏버전,064-*****-00,이*헌
9957,코끼리펜션,경기,포천시,관인면,관인면 담터길 61-6,dtelephant.com,010-****-**23,김*현
9958,코모빌라펜션,충남,태안군,안면읍,안면읍 해안관광로 215-30,www.comovilla.kr/index_.asp,010-****-**34,김*윤
9959,블랑제이드펜션,제주특별자치도,서귀포시,안덕면,안덕면 일주서로 2015-1,www.soozip.kr,010-****-**48,강*우
9960,다락산장펜션,경북,문경시,농암면,농암면 다락갈골길 53-18,www.darakgol.co.kr,010-****-**07,이*숙
9961,양떼목장펜션,제주특별자치도,제주시,애월읍,애월읍 도치돌길 289-13,www.sheepinjeju.com,064-*****-46,장*********)
9962,블루힐펜션,경북,영덕군,강구면,강구면 해상공원길 123,rb8jrisdzigde7d5_chz.homz.pw,010-****-**80,강*희
9963,숲속힐링이야기펜션,강원,인제군,북면,북면 설악로 3216,www.theforeststory.com,010-****-**62,이*필
9964,눈꽃새펜션,강원,평창군,봉평면,봉평면 무이진등길 77-74,nunggocsae.co.kr,010-****-**30,최*균
9965,하늘오름펜션,제주특별자치도,제주시,구좌읍,구좌읍 중산간동로 1909,haneulorum.1941.co.kr/index.php,070-****-**27,이*********)
9966,오비도스펜션,인천,강화군,삼산면,삼산면 삼산남로 298,www.obidospension.com,010-****-**60,김*태
9967,미송펜션,강원,인제군,인제읍,인제읍 내린천로 6238-12,www.misongpension.com,010-****-**27,정*엽
9968,혜성펜션,강원,철원군,동송읍,동송읍 한탄강길 117,hyesungps.com,010-****-**45,이*숙
9969,명품게스트하우스,경남,남해군,창선면,창선면 동부대로 1931-8,남해명품게스트하우스.com,010-****-**00,이*섭
9970,두리안펜션,경기,화성시,송산면,송산면 어섬길 169-9,www.durianpension.com/index.html,010-****-**40,이*정
9971,노을드림펜션,전남,여수시,화양면,화양면 옥천로 1063-13,www.ysnd.co.kr,010-****-**97,임*선
9972,아라메펜션,충남,서산시,팔봉면,팔봉면 범머리길 82,arame.kr,010-****-**96,유*란
9973,반디앤블루펜션,전남,장성군,서삼면,서삼면 대덕한실길 89-55,xn--2z1bq6e57cduco3o.com,010-****-**50,박*호
9974,용수보룸펜션,제주특별자치도,제주시,한경면,한경면 용수1길 90-1,www.soozip.kr,010-****-**48,강*우
9975,호수의성펜션,강원,원주시,귀래면,귀래면 운남길 317-3,www.lakecastle.co.kr,010-****-**57,임*성
9976,오들랑키즈펜션,제주특별자치도,서귀포시,대정읍,대정읍 노을해안로 342-70,www.soozip.kr,010-****-**48,강*우
9977,하늘아래펜션,인천,강화군,길상면,길상면 해안남로 441,underthesky.co.kr,010-****-**80,지*민
9978,드보니펜션,제주특별자치도,서귀포시,대정읍,대정읍 노을해안로 342-72,www.soozip.kr,010-****-**48,강*우
9979,돔박수월펜션,제주특별자치도,제주시,한경면,한경면 중산간서로 3153,www.soozip.kr,010-****-**48,강*우
9980,마루펜션,경남,하동군,화개면,화개면 백혜길 13,www.marupension.co.kr/default,010-****-**79,홍*미
9981,오푸스11풀빌라펜션(야외수영장가동),경북,경주시,천북면,천북면 천강로 166-43,,010-****-**11,이*호
9982,웨이브스파펜션,강원,삼척시,근덕면,근덕면 장호항길 116,wavecafe.net,010-****-**06,김*윤
9983,오월의정원펜션,강원,강릉시,구정면,구정면 생길목길 36-8,maygarden.kr,010-****-**09,이*자
9984,바다드림펜션,전남,여수시,화양면,화양면 옥천로 1063-15,www.ysbd.co.kr/index.php,010-****-**97,임*선
9985,편백쉼터펜션,전남,장성군,서삼면,서삼면 모암길 195,pyeonbaektongnamujip.modoo.at,010-****-**40,김*권
9986,혜윰별장펜션,제주특별자치도,서귀포시,대포동,중산간서로594번길 19-1 (대포동),www.soozip.kr,010-****-**48,강*우
9987,솔레올레펜션,제주특별자치도,제주시,한경면,한경면 주전길 58,www.soozip.kr,010-****-**48,강*우
9988,웨스트힐펜션,제주특별자치도,제주시,한경면,한경면 주전길 56-1,www.soozip.kr,010-****-**48,강*우
9989,예래기정펜션,제주특별자치도,서귀포시,하예동,예래로 452-6 (하예동),www.soozip.kr,010-****-**48,강*우
9990,삼척 산토리니펜션,강원,삼척시,근덕면,근덕면 삼척로 2280,santori.co.kr,010-****-**88,이*민
9991,난드르대평펜션,제주특별자치도,서귀포시,하예동,예래로 452-5 (하예동),www.soozip.kr,010-****-**48,강*우
9992,일과서림펜션,제주특별자치도,서귀포시,대정읍,대정읍 서림로 20-5,www.soozip.kr,010-****-**48,강*우
9993,안뜰펜션,제주특별자치도,제주시,조천읍,조천읍 조함해안로 38-14,www.soozip.kr,010-****-**48,강*우
9994,바다새펜션,경북,영덕군,강구면,강구면 영덕대게로 397-1,badasae.com,010-****-**73,이*준
9995,슈가빌펜션,경기,파주시,적성면,적성면 윗배우니길 463-30,sugarville.co.kr,010-****-**55,김*대
9996,마더독채하우스펜션,제주특별자치도,제주시,한림읍,한림읍 명월로 85,마더독채하우스.com,064-*****-12,고*일
9997,메르송풀빌라펜션,경북,포항시 남구,구룡포읍,구룡포읍 하정로138번길 36,www.mersonpoolvilla.com,010-****-**03,김*미
9998,카디널하우스펜션,제주특별자치도,제주시,애월읍,애월읍 하귀5길 2-3,jejucardinalhouse.com/index.php,010-****-**84,이*원
9999,석정STAY01펜션,전북,고창군,고창읍,고창읍 석정1로 105,www.soozip.kr,010-****-**48,강*우
10000,석정STAY05펜션,전북,고창군,고창읍,고창읍 석정1로 105,www.soozip.kr,010-****-**48,강*우
10001,석정STAY06펜션,전북,고창군,고창읍,고창읍 석정1로 105,www.soozip.kr,010-****-**48,강*우
100094,아라숲스파펜션,경남,거제시,거제면,거제면 법동어구로 87,아라숲.com,010-****-**46,백*호
100095,시점풀빌라,부산,수영구,민락동,광안해변로 249 (민락동),c-poolvilla.com,010-****-**46,임*경
100096,강릉 힐링연펜션,강원특별자치도,강릉시,연곡면,연곡면 영진4길 39-11,healingyearn.co.kr/,010-****-**50,이*민
100097,안녕경주 키즈풀빌라 펜션,경북,경주시,평동,사리1길 25 (평동),www.hello_gyeongju5062_poolvilla.com,010-****-**62,임*희
100098,하늘향기 애견카라반,경기,포천시,일동면,일동면 사기막길 214,www.하늘향기카라반.com,010-****-**95,김*훈
100099,시점(해운대),부산,해운대구,중동,달맞이길62번길 53 (중동),c-poolvilla.com/haeundae.php,010-****-**88,임*홍
100100,제주두두하우스,제주특별자치도,서귀포시,안덕면,안덕면 동광로 265-98,duduhouse.co.kr,010-****-**20,배*숙
100101,강릉 더강릉오션스테이 Class1,강원특별자치도,강릉시,사천면,사천면 진리항구2길 5,www.theoceanstay.co.kr,010-****-**81,이*민
100102,스테이티박스,강원특별자치도,고성군,죽왕면,죽왕면 교암2길 61,instargram.com/stay_tbox,010-****-**45,정*현
100103,딥스온 풀빌라,경북,포항시 남구,호미곶면,호미곶면 일출로 606-20,딥스온풀빌라.com/,010-****-**48,이*림
